fraud_id,transaction_id,fraud_type,detection_method,report_date,resolution_status,loss_amount
37,8261,Identity Theft,Manual Review,25-07-2025,Resolved,3520.14
38,69,Smishing,Manual Review,16-07-2020,Investigating,32.87
39,8259,Chargeback Fraud,Manual Review,"Sep 22, 2021",  Closed  ,7347.85
40,70,Smishing,Customer Complaint,30-04-2025,  Investigating  ,11630.41
41,8267,Smishing,Manual Review,21-08-2023,Investigating,14468.66
42,8270,Vishnig,AI Alert,"Feb 16, 2024",Closed,11433.47
43,8271,Account Takeover,Customer Complaint,02-11-2024,Resolved,23654.72
44,8273,Identity Theft,Manual Review,18-05-2020,Resolved,13093.17
45,81,Card Cloning,AI Alert,18-06-2024,  Investigating  ,35391.85
46,83,Identity Theft,Customer Complaint,03-07-2019,Resolved,11150.61
47,87,Chargeback Fraud,AI Alert,04-10-2020,Closed,5320.65
48,8284,Chargeback Fraud,Customer Complaint,13-01-2020,Investigating,14644.63
49,93,Account Takeover,Customer Complaint,10-04-2021,Resolved,16525.92
50,94,Card Cloning,AI Alert,26-08-2019,Investigating,2218.69
51,96,Vishing,AI Alert,16-09-2021,Investigating,11251.81
52,8289,Account Takeover,Customer Complaint,30-10-2019,Closed,18168.58
53,98,Vishing,AI Alert,26-03-2020,Investigating,11654.76
54,97,Account Takeover,Manual Review,05-05-2024,Resolved,16148.71
55,8293,Account Takeover,Customer Complaint,01-03-2019,Resolved,2191.09
56,8294,Identity Theft,Customer Complaint,18-08-2021,Closed,13869.39
57,107,Smishing,Manual Review,18-03-2019, Investigating,24187.71
58,108,Phishnig,AI Alert,"Jan 03, 2023",Resolved,6328.7
59,109,Identity Theft,AI Alert,26-06-2025,Resolved,19703.49
60,110,Account Takeover,AI Alert,24-04-2023,Resolved,9195.4
61,8300,Chargeback Fraud,Customer Complaint,26-01-2025,Closed,3513.97
62,114,Chargeback Fraud,Customer Complaint,"Jul 29, 2024",Investigating,14900.86
63,8311,Account Takeover,AI Alert,01-03-2025,Investigating,10781.93
64,120,Account Takeover,Manual Review,09-07-2022,Closed,4911.74
65,8313,Vishing,AI Alert,03-09-2023,Closed,14740.54
66,8320,Identity Theft,Customer Complaint,"Sep 24, 2022",Resolved,97.62
67,131,Phishing,Manual Review,23-12-2019,Investigating,10093.1
68,134,Card Cloning,AI Alert,27-10-2022,Resolved,-5914.3
69,12214,Smishing,Customer Complaint,19-07-2022,Resolved,19607.43
70,8338,Phishing,AI Alert,03-07-2021,Investigating,2729.9
71,145,Vishing,Manual Review,18-08-2019,Investigating,3774.51
72,148,Card Cloning,Manual Review,15-04-2025,  Investigating  ,6691.73
73,149,Phishing,Customer Complaint,06-08-2019,Investigating,9361.91
74,150,Phishing,Customer Complaint,12-08-2021,Closed,7524.88
75,8345,Identity Theft,AI Alert,"Jan 26, 2023",Investigating,3207.13
76,8347,Chargeback Fraud,Manual Review,"May 10, 2022",Resolved,8349.37
77,156,Phishing,AI Alert,03-11-2019,Investigating,3864.09
78,8353,Smishing,AI Alert,10-09-2022,Investigating,391.59
79,162,Account Takeover,Customer Complaint,31-05-2023,Resolved,1949.35
80,8354,Smishing,Customer Complaint,"May 15, 2025",Investigating,14835.77
81,8358,Chargeback Fraud,Manual Review,13-08-2020,Investigating,4416.74
82,8359,Vishing,AI Alert,04-11-2019, Investigating,5269.26
83,167,Vishing,Manual Review,21-01-2020,Closed,1399.03
84,169,Smishing,Manual Review,"Apr 12, 2020",Investigating,15526.63
85,8362,Card Cloning,AI Alert,18-04-2025,Closed,3170.48
86,170,Phishing,Customer Complaint,19-04-2023,Investigating,4598.48
87,174,Smishing,Manual Review,05-07-2021,Closed,11088.64
88,175,Identity Theft,Customer Complaint,04-05-2023,Resolved,4014.79
89,176,Chargeback Fraud,Customer Complaint,29-09-2025,Resolved,419.43
90,8367,Account Takeover,Customer Complaint,10-06-2021,Closed,15583.42
91,8374,Chargeback Fraud,Customer Complaint,12-06-2019,Investigating,1041.55
92,184,Smishing,Manual Review,26-12-2021, Investigating,11835.81
93,185,Card Cloning,AI Alert,"Apr 01, 2020",Resolved,13705.01
94,8379,Chargeback Fraud,Manual Review,02-04-2020,Closed,24046.44
95,188,Card Cloning,AI Alert,10-08-2024,Closed,4339.01
96,8387,Card Cloning,Manual Review,20-04-2023,Resolved,4588.15
97,199,Vishing,AI Alert,15-06-2024,Investigating,12215.31
98,201,Account Takeover,Customer Complaint,21-05-2020,Closed,21427.34
99,8394,Smishing,Manual Review,13-01-2025,Investigating,-1528.37
100,8395,Phishing,Manual Review,12-04-2024,Resolved,5461.6
101,8396,Card Cloning,Manual Review,13-12-2023,Investigating ,633.25
102,203,Smishing,AI Alert,01-10-2025,Closed,25745.75
103,8402,Account Takeover,Manual Review,05-02-2024,  Resolved  ,14802.24
104,12160,Account Takeover,Customer Complaint,16-05-2024,Closed,8616.82
105,212,Chargeback Fraud,Customer Complaint,13-08-2022,  Investigating  ,4390.1
106,217,Phishing,AI Alert,30-10-2023,Resolved,9566.7
107,219,Vishing,AI Alert,06-05-2019,Closed,4489.42
108,8412,Vishing,Manual Review,19-12-2023,Investigating,12132.24
109,8418,Account Taekover,AI Alert,02-12-2019,Resolved,2798.47
110,12177,Card Cloning,Manual Review,04-01-2021,Resolved,456.72
111,232,Phsihing,AI Alert,10-11-2024,Investigating,13515.46
112,8428,Phishing,Customer Complaint,12-09-2021,Resolved,14069.44
113,8430,Vishing,Customer Complaint,16-06-2019,Investigating,"12,191.27"
114,8439,Chargeback Fraud,Manual Review,"Dec 02, 2023",Closed,3195.85
115,250,Chargeback Fraud,AI Alert,"Jul 22, 2021",Closed,2601.04
116,8443,Card Cloning,Manual Review,26-12-2021,Resolved,14932.24
117,255,Phishing,Customer Complaint,29-05-2019,Closed,13193.25
118,8451,Card Cloning,AI Alert,15-08-2022,Resolved,23899.58
119,263,Account Takeover,Customer Complaint,"May 04, 2021",Resolved,9920.19
120,12065,Phishing,Customer Complaint,03-12-2021,Closed,3934.15
121,268,Idenitty Theft,AI Alert,15-08-2025,Closed,15207.43
122,269,Chargebac kFraud,Customer Complaint,08-10-2019,Investigating,6605.9
123,8462,Vishing,Manual Review,20-02-2025,investigating,965.59
124,8468,Chargeback Fraud,Manual Review,24-12-2023,Investigating,11245.34
125,276,Chargeback Fradu,Manual Review,14-03-2020,Investigating,22048.95
126,8472,Smishing,Customer Complaint,06-10-2023,Closed,12600.42
127,283,Vishnig,Manual Review,06-06-2023,Resolved,9367.22
128,286,Phishing,Customer Complaint,20-06-2024,RESOLVED,12005.76
129,287,Chargeback Fraud,Manual Review,14-12-2020,  Investigating  ,24112.56
130,289,Vishing,Customer Complaint,13-08-2021,Closed,11309.89
131,8484,Identity Theft,Customer Complaint,16-08-2021,Investigating,982.57
132,296,Vishing,AI Alert,16-04-2022,Closed,"5,558.17"
133,8489,Phishing,AI Alert,"Dec 03, 2022",  Closed  ,15654.98
134,301,Identity Theft,AI Alert,22-10-2024,Closed,6257.58
135,8493,Card Cloning,AI Alert,27-12-2024,Investigating,4609.41
136,305,Vishing,Manual Review,18-09-2025,Closed,8084.01
137,8498,Identity Theft,AI Alert,02-03-2021,Closed,24897.02
138,8499,Account Takeover,Manual Review,"May 15, 2022",Resolved,5483.68
139,309,Phishing,Manual Review,18-02-2020,Investigating,2464.72
140,314,Smishing,Manual Review,14-06-2019,Resolved,327.51
141,12229,Smishing,Manual Review,02-10-2023,Investigating,11693.67
142,319,Identity Theft,AI Alert,31-01-2021,Resolved,"13,128.18"
143,8515,Vishing,Customer Complaint,16-06-2024,Closed,18213.68
144,324,Vishing,Manual Review,16-02-2020,Closed,22987.9
145,8516,Identity Theft,AI Alert,25-02-2019,Resolved,3056.58
146,323,Vishing,AI Alert,19-09-2025,Investigating,26396.6
147,8520,Vishing,Customer Complaint,02-02-2021,Resolved,3495.82
148,329,Account Takeover,Customer Complaint,23-10-2022,Investigating,"-3,328.96"
149,8522,Phishing,Manual Review,03-12-2024,Closed,13784.48
150,330,Vishing,Manual Review,14-07-2022,Closed,11866.14
151,8533,Vishing,Manual Review,11-06-2022,Resolved,5472.82
152,343,Vishign,AI Alert,09-05-2024,Investigating,"17,111.28"
153,8537,Phishing,Manual Review,11-05-2024,Investigating,21094.13
154,8538,Chargeback Fraud,Manual Review,11-01-2025,Resolved,9600.19
155,8540,Phishing,Manual Review,16-12-2019,Investigating,9234.72
156,356,Identity Theft,AI Alert,28-10-2019,Closed,22592.32
157,8552,Card Cloning,Manual Review,04-08-2020,Investigating,1593.34
158,361,Chargeback Fraud,Customer Complaint,13-02-2020,Investigating ,1923.16
159,8553,Card Cloning,AI Alert,"Mar 26, 2021",Resolved,4450.1
160,8558,Vishing,Manual Review,"Jun 28, 2019",Closed,11852.86
161,371,Account Takeover,Customer Complaint,28-02-2023,Closed,4184.93
162,8571,Identity Theft,Manual Review,24-10-2022,Resolved,8751.52
163,380,Card Cloning,AI Alert,29-11-2019,Closed,12064.57
164,385,Card Cloning,AI Alert,06-06-2023,Investigating,7803.5
165,8584,Phsihing,AI Alert,10-02-2024,Closed,4059.44
166,8589,Account Takeover,Customer Complaint,12-12-2020,Closed,18101.59
167,399,Chargeabck Fraud,AI Alert,11-10-2024,Resolved,17377.5
168,8592,Phishing,AI Alert,08-10-2020,Closed,7084.1
169,8603,Smishing,AI Alert,19-07-2019,Investigating,7025.97
170,414,Card Cloning,AI Alert,12-01-2019,Closed,"3,294.60"
171,8610,Account Takeover,AI Alert,02-01-2019,Closed,3456.33
172,8612,Identity Theft,AI Alert,16-01-2024,INVESTIGATING,18002.88
173,421,Card Cloning,Customer Complaint,29-04-2024,Closed,1982.32
174,422,Identity Theft,Manual Review,21-07-2021,Investigating,4028.77
175,8621,Chargeback Fraud,Manual Review,"Oct 03, 2025",Closed,5352.68
176,431,Vishing,AI Alert,12-01-2019,Resolved,"1,088.98"
177,8623,Identity Theft,AI Alert,"Mar 07, 2025",Investigating,13093.77
178,8624,Card Cloning,Manual Review,14-04-2024,Resolved,1391.64
179,436,Phishing,Customer Complaint,"Sep 28, 2023",Closed,4705.46
180,8629,Phishing,AI Alert,06-06-2023,Investigating,16386.35
181,438,Identity Theft,Manual Review,10-02-2020,Resolved,17399.14
182,439,Account Takeover,Manual Review,12-06-2023,Resolved,768.75
183,8634,Chargebakc Fraud,AI Alert,04-05-2021,Resolved,264.15
184,8639,Phishing,Customer Complaint,12-11-2020,Investigating,202.9
185,8642,Card Cloning,AI Alert,26-06-2019,Investigating,11284.2
186,8645,Phishing,Customer Complaint,14-10-2020,Resolved,6323.39
187,454,Account Takeover,AI Alert,25-07-2022,Resolved,6326.34
188,456,Chargeback Fraud,Manual Review,10-05-2019,Closed ,10692.11
189,8651,Smishing,Manual Review,13-11-2021,Investigating,17122.74
190,8655,Identity Theft,Customer Complaint,18-02-2020,Investigating,9547.09
191,8656,Account Takeover,Manual Review,19-11-2021,Investigating,26161.11
192,465,Chargeback Fraud,AI Alert,17-02-2022,Resolved,22394.53
193,8661,Account Takeover,AI Alert,26-05-2022,Resolved,15782.68
194,473,Smishing,AI Alert,09-07-2020,Closed,18191.33
195,475,Chargeback Fraud,AI Alert,17-08-2024,Closed,14890.13
196,476,Account Takeover,Customer Complaint,22-06-2020,Resolved,21650.18
197,478,Chargeback Fraud,AI Alert,14-02-2023,Investigating,2462.25
198,8671,Vishing,AI Alert,29-01-2019,Investigating,5057.19
199,8672,Identity Theft,Manual Review,09-10-2019,Investigating,23645.85
200,481,Chargeback Fraud,Customer Complaint,25-06-2022,Closed,13919.03
201,480,Chargeback Fraud,AI Alert,22-02-2024,Investigating,1065.89
202,482,Identity Theft,AI Alert,07-02-2020,Closed,7623.06
203,8670,Account Takeover,Customer Complaint,24-11-2023,Closed,11535.65
204,488,mSishing,AI Alert,07-07-2023,Investigating,13815.35
205,500,CardC loning,AI Alert,16-05-2025,Closed,4803.65
206,8693,Account Takeover,Manual Review,27-10-2025,INVESTIGATING,4985.78
207,8694,Card Cloning,Manual Review,26-04-2021,Investigating,17934.98
208,8697,Vishing,Customer Complaint,30-05-2024,Closed,4102.94
209,8699,Vishing,Manual Review,01-03-2021,Closed,7717.89
210,8700,Chargeback Fraud,Manual Review,11-05-2025,Closed,23046
211,8702,Chargeback Fraud,Customer Complaint,18-11-2021,Investigating,-17256.8
212,8703,Phsihing,Customer Complaint,07-08-2019,Resolved,17343.7
213,8709,Chargeback Fraud,Manual Review,16-03-2023,Resolved,3552.11
214,518,iVshing,AI Alert,11-07-2019,Investigating,6848.07
215,520,Identity Theft,AI Alert,26-01-2023,Resolved,12813.05
216,8721,Account Takeover,Manual Review,13-08-2022,Resolved,10000.15
217,8722,Chargeback Fraud,AI Alert,"Feb 20, 2025",Resolved,3090.35
218,540,Account Takeover,Manual Review,09-05-2019,Closed,10343.02
219,542,Vishing,AI Alert,08-01-2022,Investigating,14890.2
220,551,Phishing,Manual Review,30-04-2024,Closed,2796.8
221,8743,Vishing,Customer Complaint,22-03-2020,Closed,17890.36
222,555,Account Takeover,Manual Review,12-02-2025,Resolved,4645.29
223,8748,Chargeback Fraud,Customer Complaint,10-11-2022,Resolved,11565.35
224,559,Phishing,Customer Complaint,03-12-2023,Closed,16698.29
225,560,Account Takeover,Manual Review,13-10-2023,Resolved,14096.05
226,562,Smishing,AI Alert,27-04-2024,Resolved,3578.79
227,8757,Smishing,AI Alert,11-04-2024,Closed,3306.95
228,8760,Smishing,Manual Review,02-01-2019,Closed,3230.76
229,569,Vishing,AI Alert,04-05-2022,Resolved ,15775.7
230,8767,Account Takeover,AI Alert,04-11-2023,Resolved,6054.09
231,8769,Smishing,AI Alert,"Oct 13, 2019",Resolved,2789.37
232,579,Chargeback Fraud,Manual Review,"Feb 03, 2025",Investigating ,7780.21
233,583,Smishing,Manual Review,27-03-2025,Closed,-60.62
234,8780,Phishnig,AI Alert,23-02-2023,Investigating,5402.38
235,8784,Account Takeover,Customer Complaint,13-04-2024,Resolved,3323.4
236,594,cAcount Takeover,AI Alert,25-05-2020,Closed,16355.1
237,595,Chargeback Fraud,AI Alert,18-04-2019,Investigating,12084.5
238,8786,Chargeback Fraud,Customer Complaint,25-09-2020,Closed,11104.38
239,8789,Smsihing,Customer Complaint,17-05-2022,Investigating,550.5
240,8792,Vishing,Manual Review,15-12-2023,Closed,20530.17
241,601,Account Takeover,AI Alert,21-10-2023,Resolved,12858.32
242,8793,Card Cloning,AI Alert,14-10-2023,Investigating,6283.81
243,605,Account Takeover,Customer Complaint,17-11-2021,Resolved,1479.1
244,8798,Smishing,AI Alert,21-10-2025,Closed,4725.41
245,8799,Phishing,Manual Review,24-07-2021,Resolved,"7,043.40"
246,609,Phsihing,Customer Complaint,12-12-2024,RESOLVED,2215.34
247,610,Chargeback Fraud,Customer Complaint,09-08-2021, Investigating,35464.2
248,8805,Smishing,AI Alert,19-10-2019,Closed,6476.68
249,8808,Chargeback Fraud,AI Alert,07-03-2025,Resolved,587.58
250,8810,Vishnig,Manual Review,20-05-2019,Closed,8807.87
251,12146,Account Takeover,Customer Complaint,02-10-2025,Resolved,"10,408.03"
252,620,Smishing,Manual Review,"Aug 27, 2025",Closed,6394.33
253,621,Card Cloning,Customer Complaint,22-03-2021,Resolved,"13,704.27"
254,622,Account Takeover,Manual Review,27-08-2024,Resolved,3801.5
255,8814,Identity Theft,Manual Review,31-12-2022,Closed,9846.39
256,8816,Account Takeovre,Customer Complaint,12-07-2023,Closed,2309.5
257,625,Acocunt Takeover,Customer Complaint,08-09-2021,Investigating,"2,328.93"
258,623,Chargeback Fraud,AI Alert,19-07-2024,Investigating,3177.68
259,627,Smishing,Manual Review,08-03-2021,Closed,15343.29
260,8812,Phishing,Customer Complaint,30-07-2025,Closed,8849.87
261,8822,Phishing,AI Alert,25-11-2020,Resolved,6577.3
262,8823,ChargebackF raud,Manual Review,27-01-2022,Investigating,11781.31
263,8824,Card Cloning,AI Alert,05-11-2021,Resolved,8312.26
264,8827,Vihsing,AI Alert,17-04-2024,Investigating,-14058.18
265,638,Vishing,Manual Review,27-12-2024,Investigating,"16,899.99"
266,8831,Chargeback Fraud,Customer Complaint,27-03-2025,Closed,2409.82
267,641,Vishing,Customer Complaint,27-10-2025,Resolved,"27,003.65"
268,642,Account Takeover,Manual Review,"Feb 12, 2024",Closed,4798.07
269,643,Account Takeover,Manual Review,11-02-2024,Investigating,28646.39
270,8839,Chargeback Fraud,Customer Complaint,14-07-2024,Investigating,9576.48
271,656,Card Cloning,AI Alert,10-05-2022,Investigating,5214.59
272,662,Account Takeover,Manual Review,20-08-2025,Investigating,171.71
273,8855,Vishing,Manual Review,20-04-2019,Resolved,18587.02
274,8857,Phishing,Manual Review,15-03-2021,Investigating,4308.28
275,670,Chargeback Fraud,Manual Review,"Jun 07, 2025",CLOSED,16152.52
276,8868,Account Takeover,Customer Complaint,07-05-2023,Investigating,38307.1
277,677,Visihng,Customer Complaint,30-07-2024,Investigating,1105
278,681,Account Takeover,AI Alert,02-05-2021,Closed,5713.6
279,8876,Phishing,Manual Review,"Dec 15, 2021",Investigating,10927.09
280,684,Account Takeover,Manual Review,22-06-2025,Closed,20679.8
281,687,Vishnig,Customer Complaint,11-11-2021,Closed,12119.84
282,8880,Identity Theft,Customer Complaint,21-11-2022,Closed,2089.96
283,8882,Account Takeover,AI Alert,24-12-2019,  Closed  ,12952.69
284,8892,Identity Theft,AI Alert,05-08-2021,Closed,3271.05
285,700,Card Clnoing,Customer Complaint,01-08-2024,Investigating,5692.53
286,8894,Smsihing,Customer Complaint,02-02-2021,Resolved,2721.64
287,8896,Chargeback Fraud,Manual Review,29-04-2023,Closed,21512.65
288,710,Vishing,Manual Review,20-02-2024,Resolved,1447.33
289,712,Chargeback Fraud,Manual Review,19-05-2024,Closed,3180.76
290,8907,Smishing,Manual Review,21-10-2021,Closed,-9331.23
291,718,Smishing,Customer Complaint,"Jul 05, 2024",Resolved,6417.93
292,719,Account Takeover,AI Alert,04-11-2020,Resolved,2935.55
293,8914,Smishing,Customer Complaint,11-10-2022,Closed,13390.61
294,723,Account Takeover,Customer Complaint,03-06-2021,Closed,13066.59
295,722,Identity Theft,Customer Complaint,31-03-2019,Investigating,8735.38
296,8918,Identity Theft,AI Alert,10-11-2019,Investigating,11274.85
297,728,Vishing,AI Alert,05-08-2021,Resolved,112.33
298,729,Account Takeover,Manual Review,"Nov 21, 2022",Closed,13415.06
299,8922,Card Cloning,Customer Complaint,"Feb 02, 2022",Closed,15290.65
300,732,Phishing,Manual Review,03-11-2019,Closed,19733.06
301,8925,Phishing,Manual Review,15-02-2025,Investigating,11235.27
302,8929,Card Cloning,Customer Complaint,15-07-2025,Investigating,552.01
303,738,Account Takeover,AI Alert,12-08-2021,Closed,2296.04
304,8935,Card Cloning,Manual Review,02-08-2023,Investigating,24850.55
305,744,Chargeback Fraud,AI Alert,06-07-2024,Closed,"12,252.99"
306,746,Chargeback Fraud,Customer Complaint,22-07-2025,Investigating,-287.7
307,747,Identity Theft,Customer Complaint,16-02-2020,Closed,5068.16
308,749,Phishing,AI Alert,19-03-2021,Investigating,1937.99
309,8941,Card Cloning,AI Alert,26-07-2024, Closed,5310.68
310,8943,Chargeback Fraud,Manual Review,06-12-2024,Resolved,1733.29
311,8944,Account Takeover,Customer Complaint,27-10-2019,Resolved,34870.17
312,8946,Card Cloning,Customer Complaint,15-06-2024,Closed,11757
313,757,Chargeback Fraud,AI Alert,01-04-2020,Investigating,2376.05
314,761,Chargeback Fraud,AI Alert,20-07-2021,Investigating,"6,895.43"
315,8955,Account Takeover,Customer Complaint,04-03-2024,Closed,25431.19
316,8959,Card Cloning,Manual Review,26-04-2025,Investigating,4044.43
317,8962,Smishing,AI Alert,13-07-2023,closed,3793
318,8964,Card Cloning,AI Alert,27-09-2022,Closed,2653.75
319,774,Card Cloning,Manual Review,10-04-2021,Resolved,-5827.85
320,8969,Smishing,AI Alert,28-07-2021,Closed,70.26
321,781,Smishing,Customer Complaint,"Sep 05, 2025",Closed,9715.98
322,8973,Account Takeover,Customer Complaint,13-09-2024,Closed,4100.97
323,783,Card Cloning,Customer Complaint,05-03-2025,Closed,3498.3
324,786,Vsihing,Customer Complaint,27-05-2024,Resolved,2798.41
325,8981,Vishing,AI Alert,04-10-2025,Investigating,10551.51
326,793,Vishing,Customer Complaint,25-06-2022,Closed,7547.87
327,8988,Phishing,Manual Review,30-08-2024,Resolved,12405.88
328,8994,Chargeback Fraud,Manual Review,02-08-2020,Investigating,3314.18
329,802,Card Cloning,Manual Review,04-01-2024,Resolved,211.62
330,804,Phishing,Manual Review,29-12-2022,Investigating,10028.32
331,807,IdentityT heft,AI Alert,13-09-2022,investigating,2126.12
332,9004,Card Cloning,Manual Review,06-05-2025,Investigating,12414.78
333,818,Chargeback Fraud,Manual Review,19-08-2023,Resolved,16287.08
334,819,Smishing,AI Alert,06-08-2024,Resolved,-11772.75
335,9013,Vishing,Manual Review,07-01-2022,Investigating,7155.29
336,822,Chargeback Fraud,Customer Complaint,28-10-2024,Resolved,10556.1
337,832,Smsihing,Manual Review,02-06-2019,Resolved,18427.08
338,9033,Card Cloning,Manual Review,08-10-2023,Closed,3889.49
339,844,Smishing,AI Alert,26-11-2019,Closed,10994.53
340,9037,Smisihng,Manual Review,07-12-2020,Resolved,17418.38
341,846,Smishing,AI Alert,15-07-2024,Closed,25893.13
342,851,Account Takeover,Manual Review,14-03-2023,closed,16786.97
343,9045,Card Cloning,Customer Complaint,21-02-2023,Resolved,5007.37
344,854,Account Takeover,AI Alert,21-10-2020,Investigating,19907.64
345,855,Vishing,Manual Review,25-06-2020,Closed,11735.29
346,856,Identity Theft,Manual Review,09-08-2024,Closed,405.96
347,857,Phishing,Manual Review,30-12-2024,Resolved,30550.51
348,858,Smishing,Manual Review,26-01-2020,Closed,3810.32
349,9051,Account Takeover,Manual Review,13-02-2020,Investigating,2117.17
350,862,Chargeback Fraud,Customer Complaint,29-06-2024,resolved,9491.31
351,867,Phishing,Manual Review,02-05-2024,Closed,5332.7
352,9059,Identity Theft,Customer Complaint,15-10-2020,Resolved,22770.19
353,878,Identity Theft,AI Alert,14-10-2023,Closed,21849.51
354,9073,Smishing,AI Alert,18-07-2025,Closed,11119.69
355,881,Account Takeover,Customer Complaint,27-12-2021,Investigating,7978.34
356,883,Chargeback Fraud,Customer Complaint,13-07-2025,Resolved,3063.89
357,9074,Card Cloning,Customer Complaint,21-05-2021,Resolved,22007.29
358,884,Chargeback Fraud,AI Alert,13-02-2024,Investigating,13521.39
359,9084,Vishing,AI Alert,10-05-2022,Closed,2418.58
360,892,Identity Theft,Customer Complaint,30-03-2025,Investigating,14490.63
361,9087,Chargeback Fraud,Manual Review,10-10-2025,Closed,2247.05
362,895,Vishing,Manual Review,27-05-2020,Investigating,17340.63
363,9089,Vishing,Customer Complaint,15-03-2019,Investigating,15563.62
364,9094,Phishing,Customer Complaint,01-03-2023,Resolved,17295.87
365,9100,Identity Tehft,Manual Review,"Aug 03, 2023",  Investigating  ,"8,457.60"
366,9104,Phishing,AI Alert,01-07-2020,Closed,1202.58
367,913,Phishing,Customer Complaint,"Dec 27, 2019",Investigating,7822.4
368,917,Smishing,Manual Review,19-07-2024,Resolved,2572.02
369,9112,Chargeback Fraud,Customer Complaint,25-10-2019,Investigating,-11334.38
370,9113,Phishing,AI Alert,"Aug 10, 2024",Investigating,14921.77
371,9114,Identity Theft,Customer Complaint,27-10-2021,Investigating,7809.16
372,927,Card Cloning,Manual Review,21-01-2019,Investigating,7709.93
373,9120,Card Cloning,AI Alert,19-07-2024,Investigating,26676.25
374,930,Simshing,Manual Review,11-02-2024,Closed,-5643.1
375,9122,Smsihing,Manual Review,07-10-2020,Closed,8068.92
376,9124,Smishing,Manual Review,31-03-2019,Investigating,9193.43
377,933,Account Takeover,Customer Complaint,16-07-2023,Closed ,35102.36
378,12066,Phishing,AI Alert,21-10-2024,Investigating,37043.26
379,938,Phishing,Customer Complaint,27-02-2021,Resolved,6749.68
380,939,Smishing,Customer Complaint,10-11-2024,Investigating,6315.24
381,9131,Chargeback Fraud,Customer Complaint,26-04-2023,Resolved,-11483.21
382,9133,Chargeback Fraud,Manual Review,09-05-2020,Closed,8040.61
383,9136,Account Takeover,Customer Complaint,16-04-2019,Resolved,14437.78
384,9139,Account Takeover,Customer Complaint,22-06-2019,Investigating,5638.31
385,12218,Card Cloning,Customer Complaint,15-10-2021,Closed,9441.37
386,9148,Card Cloning,Customer Complaint,09-12-2020,Investigating,"6,481.98"
387,957,Pihshing,Manual Review,27-01-2020,Resolved,6962.25
388,958,Phishing,Manual Review,08-02-2020,Closed,7868.49
389,9150,Card Cloning,Customer Complaint,23-10-2019,Resolved ,6425.42
390,962,Identity Theft,AI Alert,28-12-2021,Closed,1621.82
391,9154,Chargeback Fraud,AI Alert,20-02-2024,Resolved,6596.61
392,967,Identity Theft,AI Alert,19-10-2024,Closed,11567.75
393,9160,Identity Theft,Customer Complaint,13-11-2022,Closed,2732.78
394,968,Pihshing,Customer Complaint,14-01-2022,Closed,6215.65
395,972,Smishing,Manual Review,31-08-2021,Closed,9135.49
396,9165,Smishing,Manual Review,21-09-2021,Resolved,11269.97
397,974,Chargeback Fraud,Customer Complaint,08-10-2023,Investigating,1163.42
