loan_id,customer_id,loan_type,loan_amount,issue_date,loan_status,is_fraud
49,4021,Vehicle,590522.65,17-02-2013,Active,0
50,4002,Home,730029.72,07-02-2015,Default,0
51,4001,Personal,289420.85,14-06-2022,Default,0
52,4007,Personal,602884.31,10-12-2020,Default,0
53,4039,Business,261831.56,11-01-2015,Closed,0
54,4025,Education,615685.25,22-02-2014,Closed,0
55,4013,Personal,200846.22,01-04-2020,Default,0
56,4030,Personal,1133637.31,26-07-2015,Active,0
57,4025,Home,214670.95,24-12-2017,Default,0
58,4023,Buisness,54908.39,26-06-2022,Closed,0
59,4013,Home,595326.13,14-09-2025,Active,0
60,4022,Hmoe,6861.31,14-11-2013,Default,0
61,4034,Eudcation,329502.67,15-04-2021,Closed,0
62,4035,Gold,886680.86,10-01-2025,Default,0
63,4024,oHme,728506.64,28-06-2015,Default,0
64,4014,Home,387081.88,24-01-2014,active,0
65,4040,Personal,311996.85,08-10-2022,Closed,1
66,4025,Vehicle,498787,24-10-2018,Closed,0
67,4024,Vehicle,468850.6,04-11-2024,Active,1
68,4016,Business,345655.17,15-01-2016,Active,0
69,4003,Business,258085.01,10-10-2023,CLOSED,0
70,4003,Personal,186611.94,08-10-2016,Default,0
71,4017,Personal,334743.07,09-06-2021,Default,0
72,4026,Personal,499288.37,03-03-2023,Closed,0
73,4020,Education,247318.17,08-08-2013,Default,0
74,4011,Business,418663.89,30-11-2024,Active,0
75,4031,Educatino,691671.38,27-02-2022,Default,0
76,4034,Business,461792.15,19-11-2018,closed,0
77,4007,Home,432057.22,25-10-2020,Active,0
78,4030,Vehicle,148020.48,17-03-2019,Default,0
79,4007,Personal,852273.92,21-06-2016,Closed,0
80,4018,Home,246578.15,12-06-2018,Closed,0
81,4028,Business,657883.6,14-09-2018,Closed,0
82,4007,Business,385852.64,26-06-2018,Closed,0
83,4001,Personal,426897.13,01-06-2020,Active,0
84,4039,Home,"10,33,316.14","Apr 28, 2024",Closed,0
85,4006,Edcuation,438271.09,30-11-2018,Closed,0
86,4005,Gold,276277.82,10-06-2023,Closed,0
87,4019,Gold,35166.91,13-08-2016,Active,0
88,4030,Vehicle,698184.11,28-03-2016,Closed,0
89,4008,Home,576795.25,14-09-2024,Active,0
90,4005,Business,422866.46,01-10-2013,Default,0
91,4015,Gold,294290.27,25-04-2013,Active,0
92,4027,Business,102041.6,24-02-2024,Closed,0
93,4034,Home,"7,47,760.71",14-04-2019,Closed,0
94,4010,Education,566544.98,18-08-2025,Default,0
95,4008,Business,495012.55,"Jul 11, 2021",Default,0
96,4006,Vehicle,1121429.9,27-11-2017,Active,0
97,4016,Personal,464074.1,10-04-2016,Default,0
98,4009,Education,548226.53,09-06-2014,Active,0
99,4036,Business,191436.65,16-06-2018,Closed,0
100,4016,Vehicle,145458.61,28-02-2019,Default,0
101,4016,Personal,792265.18,15-07-2014,Default,0
102,4007,Education,357733.6,13-01-2013,Active,0
103,4039,Gold,19320.8,25-06-2013,Active,0
104,4040,Gold,555278.08,21-07-2013,Active,FALSE
105,2281,Personal,365644.13,01-05-2016,Closed,0
106,4023,Education,761548.53,24-08-2025,Default,0
107,4025,Gold,"1,67,432.03","Oct 09, 2018",Default,0
108,4006,Business,239633.94,24-09-2016,Default,0
109,4014,Home,225796.37,23-02-2019,Closed,0
110,4022,Home,600970.07,19-09-2013,Active,0
111,4015,Education,369725.9,06-11-2022,Active,1
112,4025,Hoem,332664.29,03-10-2013,Active,0
113,4011,Education,745354.37,23-11-2017,Default,0
114,4013,Vehicle,283686.05,17-06-2014,Closed,0
115,4010,Gold,81136.48,05-09-2024,Active,0
116,4014,Personal,291221.91,17-11-2019,Closed,1
117,4040,Gold,95894.28,09-05-2014,Active,TRUE
118,4031,Home,823023.57,25-10-2016,Closed,0
119,4020,Home,745072.25,01-12-2015,Active,0
120,4022,Business,1246467.7,09-06-2016,Active,0
121,4021,Gold,428278.83,"Apr 21, 2013",Closed,0
122,4022,Education,200814.79,21-01-2013,Active,0
123,4032,Personal,433921.67,20-12-2014,Default,0
124,4033,Business,540088.33,12-08-2017,Closed,0
125,4035,Personal,222694.96,23-06-2025, Default,0
126,4020,Home,13813.39,26-09-2020,Default,0
127,4009,Vehicle,77774.67,08-03-2020,Closed,0
128,4017,Personal,388571.83,27-10-2016,Default,0
129,4031,Business,730601.64,04-09-2015,Closed,0
130,4010,Business,9146.22,01-04-2022,Closed,0
131,4008,Vehicle,"1,19,547.29","Jul 30, 2020",Default,0
132,4016,Personal,555958.42,22-07-2018,Default,0
133,4031,Home,371046.72,26-09-2024,Active,0
134,4028,ePrsonal,337419.72,17-07-2015,Default,0
135,4029,Personal,293546.58,05-05-2024,Closed,0
136,4023,Personal,260081.05,15-01-2022,Active,0
137,4031,Education,191002.2,24-01-2014,Closed,0
138,4032,Vehicle,278840.21,31-01-2019,Active,0
139,4030,Personal,341832.1,27-04-2015,Default,0
140,4015,Buisness,"2,80,023.64",15-01-2019,Active,0
141,4033,Business,68470.54,24-08-2015,Active,0
142,4014,Personal,571471.94,18-12-2016,Active,0
143,4001,Business,859451.32,"Mar 25, 2024",Closed,0
144,4012,Personal,254091.02,"Jul 28, 2025",Active,0
145,4013,Business,88084.88,25-05-2021,Default,0
146,4010,Personal,611846.89,18-01-2019,  Closed  ,1
147,4037,Home,117038.6,"Aug 21, 2022",Closed,0
148,4029,Vehicle,938097.6,22-08-2017,Default,0
149,4033,Business,814581.21,21-08-2022,Closed,0
150,4001,Education,"7,11,716.19",11-11-2016,Closed,0
151,4029,Gold,520100.2,17-10-2019,Closed,0
152,4025,Education,708724.24,03-06-2020,Closed,0
153,4015,Vehicle,275266.7,26-05-2020,Default,0
154,4024,Home,82355.35,30-04-2017,Closed,0
155,4026,Home,88675.8,13-03-2016,Active,0
156,4023,Gold,437153.1,30-06-2013,Active,1
157,4007,Vehicle,360952.02,20-10-2025,Active,0
158,4038,Business,408138.13,06-04-2018,Active,0
159,4008,Vehicle,218631.62,22-05-2013,Default,0
160,4026,Vehicle,744059.71,14-10-2014,Closed,0
161,4034,Personal,140513.18,07-05-2021,Closed,1
162,4019,Business,158207.92,13-04-2020,Default,0
163,4026,Personal,92002.13,14-10-2020,Default,0
164,4010,Vehicle,552014.77,10-11-2021,Active,0
165,4038,Vehicle,746664.25,09-04-2015,Default,0
166,4023,Business,261211.66,20-11-2018,Default,0
167,4013,Gold,372699,30-10-2016,Closed,0
168,4008,Education,110629.75,16-03-2013,Active,0
169,4040,Vehicle,903505.6,25-08-2016,Closed,0
170,4029,Business,766502.72,15-04-2020, Active,0
171,4022,Perosnal,449257.14,21-04-2013,Closed,0
172,4018,Education,370247.7,22-12-2016,Default,0
173,4030,Home,328062.41,02-02-2023,Default,0
174,4001,Personal,201519.75,26-01-2020,Closed,0
175,4007,Personal,481220.55,07-04-2018,Closed,0
176,4010,Home,384959.2,10-12-2024,Active,0
177,4035,Business,526196.11,29-09-2019,Closed,0
178,4035,Gold,-219103.82,20-05-2024,Active,0
179,4040,Home,496682.88,21-07-2013,Default,0
180,4034,Glod,368199.92,17-10-2016,Closed,0
181,4012,Education,371719.24,24-08-2022,Closed,0
182,4013,Home,533609.68,21-05-2017,Closed,0
183,4030,Business,655344.48,09-08-2020,Closed,0
184,4004,Personal,142840.27,09-03-2022,Default,0
185,4038,Gold,369230.02,30-09-2013,Default,0
186,4014,Gold,394922.93,15-09-2017,Default,0
187,4034,Home,"2,73,004.48",12-11-2024,Closed,0
188,4039,Personal,408518.19,29-01-2015,Active,0
189,4002,Vehicle,104705.66,06-03-2023,Active,0
190,4037,Vehicle,301821.82,"Sep 01, 2021",Default,0
191,4013,Gold,166976.48,02-10-2017,Default,0
192,4035,Home,133260.37,05-09-2013,Closed,0
193,4038,Gold,172425.34,03-01-2022,Active,0
194,4027,Education,285487.07,12-02-2020,Active,0
195,4034,Education,111097.98,13-04-2019,Closed,0
196,4031,Education,552602.78,26-03-2017,Closed,0
197,4029,Home,398978.07,10-05-2014,Default,0
198,4032,Vehicle,171999.71,26-05-2025,Active,0
199,4027,Education,"4,32,726.72",31-03-2015,Closed,0
200,4035,Business,262659.89,01-03-2014,Closed,0
201,4008,Home,320641.43,11-03-2021,Default,1
202,4033,Education,257532.38,15-12-2015,Default,0
203,4038,Personal,294622.08,28-09-2021,Closed,0
204,4032,Vehicle,795551.35,14-03-2016,Closed,1
205,4029,Home,82757.72,12-07-2021,Default,0
206,4002,Education,60032.86,02-02-2019,Active,0
207,4002,Vehicle,562650.67,10-04-2013,Closed,0
208,4014,Education,503448.79,09-09-2013,Default,0
209,4039,Personal,225874.94,08-07-2023,Closed,0
210,4027,Gold,529643.9,06-10-2016,  Default  ,0
211,4039,Education,160681.74,19-12-2017,Active,1
212,4001,Vehicle,142542.15,09-09-2014,Default,0
213,4014,Education,56566.66,22-10-2021,Closed,0
214,4025,Business,167596.17,19-06-2021,Default,1
215,4006,Business,386843.52,04-01-2018,Closed,0
216,4034,Gold,218749.98,30-10-2017,Active,0
217,4018,Business,903715.8,18-12-2024,Active,0
218,4023,Vehicle,111145.66,25-05-2013,Default,0
219,4038,Business,477675.05,02-04-2013,Active,0
220,4024,Home,367926.14,03-09-2021,Closed,0
221,4027,Home,276917.61,14-08-2014,Default,0
222,4020,Home,874339.51,04-05-2014,Default,1
223,4013,Home,162495.49,31-08-2025,Closed,1
224,4004,Personal,206513.49,02-12-2021,Closed,0
225,4015,Education,438509.98,15-09-2018,Default,0
226,4038,Personal,596677.51,28-01-2016,Default,0
227,4011,Personal,816628.83,10-01-2025,Default,0
228,4023,Education,287358.64,24-05-2022,Active,0
229,4014,Business,536705.01,12-05-2017,Active,0
230,4026,Personal,80904.56,17-12-2020,Closed,0
231,4004,Vehicle,303583.21,14-01-2025,Closed,0
232,4039,Education,85028.48,31-12-2023,Active,0
233,4003,Personal,571057.99,25-03-2013,Closed,0
234,4006,Vehicle,36593.24,02-12-2015,Active,0
235,4021,Vehicle,464080.18,11-07-2019,Closed,0
236,4002,Vehicle,415605.38,"Feb 22, 2021",Closed,0
237,4004,Education,38369.51,11-01-2025,Closed,0
238,4036,Vehicle,689965.44,17-08-2020,Active,0
239,4011,Gold,15150.72,09-10-2014,Closed,0
240,4024,Personal,452700.4,27-12-2017,Default,0
241,4016,Home,444625.73,07-07-2014,active,0
242,4002,Personal,507599.41,17-11-2020,Default ,0
243,4037,Home,"3,87,257.64",17-02-2019,Default,0
244,4024,Vehicle,312181.83,"Sep 15, 2015",Closed,0
245,4023,Education,485916.9,26-05-2013,Default,0
246,4013,Business,"5,45,716.48",16-05-2018,Default,0
247,4016,Home,565243.28,06-07-2023,Default,0
248,4016,Gold,584307.57,18-06-2019,Closed,0
249,4007,Vehicle,204125.27,22-11-2018,Closed,0
250,4018,Busniess,644635.75,03-10-2019,Closed,0
251,4005,Personal,51881.97,11-07-2020,Default,0
252,4037,Education,479433.26,23-10-2013,Default,0
253,4004,Perosnal,334913.33,16-04-2022,Active,0
254,4034,Vehicle,531004.79,02-03-2025,Closed,0
255,4034,Business,105848.26,04-08-2016,Closed,0
256,4022,Vehicle,711926.93,13-08-2015,Closed,0
257,4001,Business,501614.17,26-08-2013,Active,0
258,4029,Personal,304072.27,04-03-2017,Active,0
259,4021,Personal,529885.03,10-12-2022,Default,0
260,4015,Education,638528.66,"Aug 12, 2025",Default,0
261,4010,Home,627408.61,18-07-2020,Closed,0
262,4006,Personal,813631.88,19-02-2015,Active,0
263,4008,Personal,348620.86,06-12-2013,Closed,0
264,4015,Education,373597.72,31-10-2022,Default,0
265,4002,Vehicle,118560.4,14-11-2015,Closed,0
266,4014,Business,374601.87,24-11-2023,Default,0
267,4008,Home,524554.5,"Apr 07, 2024",Default,0
268,4008,Godl,424529.06,01-02-2018,Default,0
269,4038,dEucation,665446.5,02-09-2015,Active,0
270,4001,Personal,839447.12,20-05-2018,Default,0
271,4021,Personal,552648.64,04-11-2020,Default,0
272,4029,Personal,349181.61,23-11-2022,Default,0
273,4004,Home,76498.08,05-12-2020,Default,0
274,4011,Gold,597379.71,03-06-2017,Default,1
275,4011,uBsiness,582887.11,15-08-2018,Default,0
276,4026,Gold,697734.7,23-02-2016,Closed,0
277,4009,Home,776098.77,07-04-2020,Active,0
278,4010,Business,659918.06,09-08-2019,Active,0
279,4028,Education,426452.66,19-09-2025,Active,0
280,4026,Education,766002.14,"Dec 03, 2014",Closed,1
281,4001,Home,524761.77,22-09-2014,Default,0
282,4030,Gold,891326.56,29-01-2014,Default,0
283,4026,Glod,683937.05,30-01-2019,Active,0
284,4005,Education,630788.92,06-12-2024,Active,0
285,4005,Personal,482450.89,20-04-2013,Active,0
286,4009,Education,611284.99,01-12-2024,Closed,0
287,4021,Vehicle,130463.02,03-06-2019,active,0
288,4007,Home,27003.83,18-07-2024,Default,0
289,4003,Education,250714.55,16-07-2020,Default,0
290,4007,Education,124953.18,21-05-2021,Closed,0
291,4027,Education,"3,99,579.09",21-10-2020,Default,0
292,4012,Home,188515.75,28-08-2019,Default,0
293,4025,Vehicle,673422.97,"Apr 13, 2023",Default,0
294,4033,Gold,41609.49,26-09-2021,Closed,0
295,4014,Vehicle,310197.53,04-04-2022,Default,0
296,4007,Home,490945.32,14-12-2013,Default,0
297,4033,oHme,410652.53,18-02-2021,Closed,1
298,4004,Business,705547.43,13-03-2015,Closed,0
299,4027,Education,811702.14,02-09-2025,Default,0
300,4018,Vehicle,169550.43,25-07-2015,Default,0
301,4011,Gold,706132.82,21-11-2018,Default,0
302,4034,Education,432636.97,04-09-2020,Closed,0
303,4026,Personal,380582.33,03-03-2013,Active,0
304,4010,Personal,468401.43,23-07-2019,Active,0
305,4019,Education,269901.79,09-09-2015,Active,0
306,4011,Education,967476.42,11-02-2013,Default,0
307,4029,Gold,758807.52,27-11-2024,Default,0
308,4017,Vehicle,20622.64,07-11-2024,Active,0
309,4035,Business,57205.97,04-08-2025,Closed,0
310,4023,Education,321842.72,20-09-2023,Closed,0
311,4015,Personal,460117.42,10-08-2018,Closed,0
312,4010,Home,507502.57,30-07-2014,Default,0
313,4009,Home,1053445.84,20-01-2013,Default,0
314,4018,Gold,414434.28,02-05-2024,Closed,0
315,4003,Education,-361794.04,"Nov 21, 2013",Active,0
316,4017,Gold,314164.86,"Aug 09, 2021",Default,0
317,4028,Business,345913.67,14-08-2025,Default,0
318,4017,Vehicle,431022.03,25-10-2022,Default,0
319,4020,Home,845405.73,23-08-2018,Closed,0
320,4034,Vehicle,730470.14,06-09-2018,Closed,0
321,4027,Business,396334.84,12-05-2022,Default,0
322,4015,Gold,335541.14,10-12-2022,Closed,0
323,4039,Business,627993.28,11-11-2018,Closed,0
324,4032,Personal,414467.28,16-09-2020,Default,0
325,4023,Education,275092.92,08-06-2025,Active,0
326,4023,Home,990446.39,10-09-2022,Active,0
327,4013,Education,454211.37,07-05-2014,Active,0
328,4036,Personal,108595.55,09-09-2022,Default,0
329,4032,Vehicle,861098.21,31-10-2023,Active,0
330,4008,Vehicle,-642976.29,21-12-2018,Active,0
331,4010,Business,292427.79,"Jan 25, 2021",Active,0
332,4015,Home,245423.34,06-07-2021,Default,0
333,4012,Home,692658.08,26-05-2016,Active,0
334,4026,Gold,108688.3,08-09-2013,Default,0
335,4002,Education,607290.99,09-02-2019, Active,0
336,4014,Gold,634116.44,09-05-2014,Closed,0
337,4035,Personal,504481.28,"Jul 23, 2016",Active,0
338,4004,Vehicle,512833.78,29-11-2017,Active,0
339,4022,Vehicle,27166.01,04-01-2019,Default,0
340,4013,Vehicle,678680.75,18-09-2016,Active,0
341,4012,Business,193703.67,05-09-2024,Default,0
342,4001,Education,103046.74,27-10-2019,Active,0
343,4007,Personal,589456.76,03-08-2013,Default,0
344,4033,Education,400191.44,29-12-2022,Active,0
345,4013,Home,248768.08,28-11-2015,Default,0
346,4034,Hoem,357383.5,14-09-2016,Default,0
347,4020,Vehicle,330816.74,05-12-2019,Default,0
348,4017,Education,157608.04,22-02-2013,closed,0
349,4026,Gold,313087.2,03-11-2020,Closed,0
350,4020,Education,448632.2,28-02-2018,Active,0
351,4010,Business,548417.08,01-07-2023,Active,0
352,4020,Personal,227082.63,21-01-2017,Default,0
353,4030,Vehicle,311995.36,19-02-2025,Active,0
354,4031,Business,726378.1,02-06-2015,Default,0
355,4031,Vehicle,227583.01,15-07-2018,Closed,0
356,4007,Personal,672421.93,19-01-2021,Default,0
357,4007,Vehicle,204255.65,02-09-2017,Active,0
358,4013,Personal,638261.71,25-09-2021,Active,0
359,4003,Home,720330.4,23-06-2023,Default ,0
360,4025,Gold,790013.12,07-09-2020,Closed,0
361,4012,Vehicle,613742.52,04-04-2014,Closed,0
362,4032,Business,214487.15,29-04-2020,Active,0
363,4032,Education,294671.83,23-08-2025,Active,0
364,4030,eVhicle,371798.15,26-11-2023,Closed,0
365,4018,Gold,310140.56,02-09-2014,Closed,0
366,4021,Gold,219268.27,29-01-2022,Default,0
367,4040,Vehicle,449466.13,08-02-2019,Closed,0
368,4001,Vehicle,363151.76,29-03-2021,Active,0
369,4040,Education,178550.38,31-05-2015,Active,0
370,4028,Personal,648216.39,08-10-2023,Default,0
371,4036,Vehicle,84719.13,25-06-2014,Active,0
372,4002,Personal,425344.53,24-03-2023,DEFAULT,0
373,4009,Business,531671.3,04-06-2014,Default,0
374,4015,Gold,1110579.51,20-09-2016,Active,0
375,4021,Education,124712.53,10-09-2013,Default,0
376,4017,Home,512493.19,22-10-2019,Active,0
377,4026,Business,329484.44,22-02-2015,Active,0
378,4001,Vehicle,285769.85,16-03-2015,Default ,0
379,4016,Home,953253.44,25-01-2021,Default,0
380,4040,Personal,621267.4,08-01-2018,Default,0
381,4032,Home,521335.59,06-03-2018,Active,0
382,4015,Business,94953.65,20-03-2018,Default,0
383,4003,Personal,795091.88,10-04-2016,Default,0
384,4028,Education,537576.54,31-03-2018,Active,0
385,4028,Education,579474.08,01-07-2021,Default,0
386,4010,Gold,657720.84,16-11-2022, Default,0
387,4006,Gold,630526.62,26-03-2020,Closed,0
388,4033,Home,735896.79,05-06-2021,Active,0
389,4010,Personal,328357.94,13-06-2020,Default,0
390,4039,Vehicle,527954.28,29-05-2020,Closed,0
391,4031,Personal,830512.01,12-06-2017,Default,0
392,4021,Home,123776.85,10-02-2021,Default,0
393,4034,Business,530249.96,02-07-2021,Active,0
394,4038,Gold,-165622.9,26-01-2021,Active,0
395,4021,Vehicle,324430.11,18-12-2016,Default,0
396,4022,Vehicle,230934.56,"Jan 10, 2020",Active,0
397,4014,Personal,341447.78,24-06-2020,Default,0
398,4006,Gold,132588.45,21-06-2014,Active,1
399,4011,Gold,526513.21,09-07-2025,Active,0
400,4005,Gold,406641.94,13-04-2022,Active,0
401,4034,Personal,9928.58,29-10-2014,Default,0
402,4026,Business,74646.74,25-07-2016,Active,0
403,4012,Education,272399.62,04-12-2016,Active,0
404,4013,Home,511565.1,01-05-2017,Default,0
405,4022,Education,416183.81,05-01-2017,Default,0
406,4009,Education,428908.36,14-09-2024,Active,0
407,4001,Gold,-462293.74,25-06-2017,Default,0
408,4027,Gold,199839.52,13-03-2023,Closed,1
409,4003,Education,58889.83,30-09-2015, Default,0
410,4012,Persoanl,638589.22,25-04-2013,Active,0
411,4023,Gold,774844.24,08-08-2023,Closed,0
412,4001,Home,290682.14,06-05-2015,Closed,0
413,4033,Home,100533.73,13-09-2017,Closed,0
414,4039,Gold,209874.36,30-08-2017,Default,0
415,4013,Education,446337.04,23-08-2025,Closed,0
416,4040,Business,545157.06,31-05-2017,Closed,0
417,4020,Education,314556.28,11-10-2023,Closed,0
418,4039,ePrsonal,48391.08,05-06-2021,Active,0
419,4040,Personal,183876.76,22-04-2020,Default,0
420,4009,Home,312556.56,23-09-2023,Default,0
421,4025,Home,655306.9,04-06-2020, Active,0
422,4007,Gold,227163.39,01-02-2020,Active,0
423,4022,Education,"-2,18,979.34",02-07-2013,Active,0
424,4013,Business,717150.06,19-04-2019,Closed,0
425,4030,Education,555556.03,17-05-2015,Closed,0
426,4021,Vehicle,577340.65,04-03-2023,Active,0
427,4007,Education,426502.6,07-04-2019,Closed,0
428,4038,Business,344080.17,06-07-2023,Closed,0
429,4039,Education,205838.76,24-03-2015,Closed,0
430,4010,Education,349778.11,31-03-2020,Active,0
431,4006,Education,255348.56,30-01-2018,Default,0
432,4027,Home,337028.1,26-06-2022,Default,0
433,4011,Personal,517365.7,"Nov 07, 2022",Closed,0
434,4013,Home,344967.86,24-06-2022,Active,0
435,4016,Home,539052.38,28-04-2018,Closed,0
436,4021,Gold,363006.84,21-12-2021,Closed,0
437,4007,Personal,95038.36,14-09-2016,Active,1
438,4002,Personal,134728.9,26-06-2021,Default,0
439,4003,Business,650146.53,16-09-2025,Closed,0
440,4028,Home,474549.18,01-04-2016,Default,0
441,4029,Personal,553888.06,07-07-2018,Closed,0
442,4018,uBsiness,3100.61,10-05-2023,Default,0
443,4022,Personal,792701.26,29-01-2018,Default,0
444,4001,Personal,366601.68,23-02-2015,Active,0
445,4006,Gold,874606.34,13-01-2021,Active,0
446,4030,Business,479637.16,26-09-2018,Active,0
447,4019,Business,310517.5,04-12-2023,Active,0
448,4007,Vehicle,409004.6,16-11-2022,Active,0
449,4034,Business,-676692.74,06-06-2024,Closed,0
450,4009,Education,497048.02,02-08-2023,Active,0
451,4039,Business,393878.81,21-08-2017,Default,0
452,4026,Home,149017.02,"Mar 22, 2023",Default,0
453,4027,Education,545113.53,06-12-2014,Default,0
454,4032,Education,928104.59,13-09-2018,Closed,0
455,4009,Gold,596263.88,05-08-2015,Default,0
456,4007,Hmoe,845330.77,25-03-2021,Default,0
457,4013,Personal,"3,41,074.57",22-05-2021,Closed,0
458,4015,Business,578052.1,19-09-2016,Active ,1
459,4008,Personal,654693.07,04-02-2024,Default,0
460,4033,Business,515417.88,28-08-2013,Closed,0
461,4025,Gold,424779.6,02-03-2016,Closed,0
462,4021,Home,529060.62,"Jan 11, 2021",Active,0
463,4026,Home,715831.32,26-07-2016, Default,0
464,4035,Business,440339.96,24-05-2018,Active,0
465,4030,Gold,277765.58,02-04-2017,Closed,0
466,4012,Business,373353.05,18-05-2013,Active,0
467,4010,Gold,"66,327.31",29-04-2021,Default,0
468,4021,Home,50088.37,28-06-2014,Active,0
469,4033,Business,385604.13,01-05-2025,Default,0
470,4014,Personal,167389.85,04-07-2019,Closed,0
471,4029,Education,440120.2,30-07-2017,Default,0
472,4010,Education,65457.2,04-03-2020,Default,0
473,4019,Gold,235686.71,11-07-2025,Closed,0
474,4033,Business,530968.02,24-06-2015,Active,0
475,4009,Business,628425.93,02-11-2016,Default,0
476,4006,Gold,244400.5,21-04-2019,Active,0
477,4037,Vehicle,520122.57,17-06-2025,Default,0
478,4038,Personal,764870.32,22-06-2022,Closed,0
479,4036,Personal,457126.89,23-12-2015,Closed,0
480,4039,Vehicle,275826.56,08-07-2014,Closed,0
481,4002,Personal,876355.84,02-10-2015,Active,0
482,4026,Education,167665.3,15-01-2015,Active,0
483,4029,Education,589376.82,19-02-2023,Active,0
484,4004,Business,601229.6,03-11-2016,Active,0
485,4035,Business,174889.89,"Oct 11, 2023",Closed,0
486,4038,Home,207125.66,27-12-2018,Default,0
487,4012,Vehicle,816041.93,10-04-2025,Active,0
488,4030,Personal,65558.1,28-04-2019,Default,0
489,4038,Home,739322.74,21-04-2018,Active,0
490,4006,Home,617275.06,29-03-2016,Closed,TRUE
491,4024,Business,715386.03,20-02-2021,Active,0
492,4012,Personal,132611.48,17-07-2025,Active,FALSE
493,4039,Education,531222.13,22-10-2014,Default,0
494,4031,Business,420318.01,19-11-2022,Closed,0
495,4025,Vehicle,495342.97,17-02-2016,Default,0
496,4010,Personal,13704.88,08-12-2013,Closed,0
497,4012,Home,283877.86,17-09-2025,Default,0
498,4035,Gold,642910.62,27-03-2019,Closed,0
499,4014,oGld,502899.67,04-04-2023,Active,0
500,4010,Home,365955.33,16-12-2023,Active,0
501,4036,Gold,739003.2,24-04-2017,Closed,0
502,4015,Gold,634195.32,02-04-2013,Active,0
503,4011,Vehicle,910819.59,28-07-2013,Closed,0
504,4003,Business,395289.4,27-04-2025,Active,0
505,4012,Buisness,-317524.53,02-06-2022,Closed,0
506,4039,Education,116732.34,31-03-2025,Default,0
507,4024,Business,254248.14,28-04-2015,Active,0
508,4005,Vehicle,598997.45,08-02-2020,Default,0
509,4013,Home,793992.12,24-02-2018,Default,0
510,4023,Glod,516501.48,30-10-2020, Active,0
511,4032,Education,111038.17,26-04-2014,Closed,0
512,4002,Vehicle,75490.29,"Aug 19, 2013",Active,0
513,4031,Business,662008.96,17-11-2015,Closed,0
514,4026,Gold,418332.61,02-09-2023,Closed,0
515,4005,Gold,435213.49,09-02-2025,Closed,0
516,4030,Business,283867.9,27-08-2016,Active,0
517,4033,Gold,220136.32,14-01-2023,Closed,0
518,4004,Business,234415.54,10-03-2024,Closed,0
519,4035,Glod,860100.62,30-12-2020,Closed,0
520,4017,Vehicle,420980.52,02-01-2025,Active,0
521,4029,Personal,127454.31,"Oct 06, 2013",Active,0
522,4032,Education,412130.43,11-01-2024,ACTIVE,0
523,4040,Business,126102.5,30-09-2014,Closed,0
