transaction_id,account_id,transaction_date,transaction_type,amount,channel,is_fraud
70,393,29-04-2018,Online Transfer,1759.4,Online,0
71,4820,25-10-2018 19:09,Credit,4491.71,UPI,0
72,4426,"Apr 03, 2020",ATM Withdrawal,5178.14,Online,0
73,1258,05-10-2025,Debit,1532.38,Online,0
74,1814,17-06-2021 13:58,Debit,4979.28,POS,1
75,2215,01-12-2021 22:34,POS,1553.41,POS,0
76,4886,16-01-2023 15:31,Online Transfer,39.26,Branch,0
77,4248,23-10-2022 17:46,Debit,2006.15,UPI,0
78,735,05-06-2018 02:13,Onlin eTransfer,3551.51,UPI,0
79,6146,04-12-2021 16:45,POS,17032.09,ATM,0
80,2033,23-08-2023 04:31,POS,10757.29,UPI,0
81,4627,06-08-2024 01:30,ATM Withdrawal,1922.94,Online,0
82,2349,20-02-2019 15:47,ATM Withdrawal,2217.21,UPI,0
83,6130,08-12-2018,UPI,10506.33,POS,0
84,6780,22-03-2023 17:39,ATM Withdrawal,11546.62,nOline,1
85,3866,30-07-2022 02:29,Online Transfer,6258.51,Branch,0
86,2190,22-12-2024 00:50,UPI,5474.62,POS,0
87,2666,25-04-2025 08:59,UPI,3768.28,Online,0
88,2237,11-06-2019,UPI,1974.51,Online,0
89,2928,25-03-2019 10:49,ATM Withdrawal,500.19,ATM,0
90,3611,05-09-2018 09:32,UPI,-3736.57,Online,0
91,708,11-01-2024 04:57,Online Transfer,7871.65,Online,0
92,471,11-02-2021 06:14,Credit,2007.22,ATM,0
93,3536,18-06-2018,UPI,8499.74,ATM,0
94,5497,13-02-2024,Debit,4084.74,POS,0
95,3927,08-01-2018 07:24,ATM Withdrawal,8780.4,ATM,1
96,1062,02-09-2024 21:08,POS,8475.54,Online,0
97,3115,07-11-2020 16:59,UPI,310.56,ATM,0
98,5322,30-01-2023 05:17,Onlien Transfer,2278.42,ATM,0
99,4494,07-10-2022 08:15,OPS,7056.25,Branch,0
100,6288,12-01-2025,UPI,3727.28,Online,0
101,4417,07-06-2021 23:15,POS,4924.75,Online,0
102,5050,30-03-2018 20:22,POS,9559.85,Branch,0
103,196,31-12-2018 11:46,Debit,12501.22,Online,0
104,3933,16-07-2020 05:00,UPI,3259.48,Online,1
105,621,28-09-2024 19:00,Credit,₹330.89,Online,1
106,5980,04-02-2025 19:43,UPI,391.23,ATM,1
107,4598,"Sep 11, 2025",ATM Withdrawal,₹8269.42,Online,0
108,6470,30-01-2020 23:29,Credit,386.55,OPS,0
109,2766,10-07-2020 02:08,Online Transfer,610.63,TAM,0
110,5242,07-11-2022,UPI,4801.21,ATM,0
111,2743,05-10-2022 07:46,Debit,1775.07,Online,0
112,4354,25-08-2024,UPI,7304.1,UPI,0
113,4699,28-06-2020 06:25,ATM Withdrawal,5006.55,UPI,0
114,3931,06-01-2021 11:51,UPI,1265.91,POS,0
115,4627,16-07-2023 06:26,Credit,12343.9,POS,1
116,5899,17-04-2023,Debit,2402.55,Online,0
117,2752,06-11-2024 01:10,Online Transfer,5044.11,ATM,0
118,5197,24-09-2022 19:16,UPI,6246.94,Onlnie,0
119,3656,25-05-2018 07:33,Debit,8997.49,ATM,0
120,1399,27-12-2020,Debit,9240.91,ATM,1
121,1115,31-03-2020 18:42,UPI,2638.92,UPI,0
122,513,04-06-2021,Online Transfer,1308.18,UPI,0
123,3260,21-07-2018,Credit,13645.91,Online,0
124,3938,12-10-2018 22:06,UPI,1707.82,POS,0
125,4436,22-09-2025 14:02,ATM Withdrawal,6110.95,UIP,0
126,3598,11-03-2019 12:52,ATM Withdrawal,6826.36,UPI,0
127,3117,07-10-2021 00:05,UPI,1695.89,UPI,0
128,3754,11-10-2019 00:09,Credit,3129.96,PSO,0
129,3271,08-01-2018,UPI,7972.5,POS,1
130,2353,02-06-2022,Credit,175.44,POS,0
131,210,01-09-2025 21:03,Debit,4472.65,ATM,1
132,6855,"Dec 10, 2023",Online Transfer,8173.9,POS,0
133,826,05-05-2024 00:18,Credit,5890.76,Branch,0
134,5314,07-08-2024 08:32,Online Transfer,5490.59,UPI,0
135,2403,"Nov 07, 2018",UPI,-6540.19,POS,0
136,3502,17-05-2025 13:50,UPI,4224.82,POS,0
137,1661,27-06-2024 22:42,Debit,4811.15,Branch,0
138,5842,01-08-2024 22:41,POS,4956.28,UPI,0
139,925,14-10-2024 00:22,Online Transfer,2715.14,UPI,0
140,4410,20-03-2019 14:41,Debit,1817.52,TAM,0
141,1685,05-08-2024 07:55,POS,3199.54,Online,0
142,879,24-07-2025,Online Transfer,1269.35,ATM,0
143,3875,20-08-2022 07:10,Credit,1157.12,UPI,0
144,4048,29-08-2018 06:13,UPI,262.67,UPI,0
145,5349,21-03-2019,Online Transfer,10177.45,UPI,0
146,846,20-02-2020 00:14,POS,2268.76,ATM,0
147,3949,02-08-2020 18:30,Online Transfer,7268.33,Branch,0
148,6217,04-12-2024 16:00,Online Transfer,6775.94,ATM,0
149,1168,08-10-2024 01:03,Online Transfer,7601.74,Online,0
150,6589,25-08-2021 03:50,Credit,13175.54,UPI,FALSE
151,1848,24-07-2019 13:02,Online Transfer,563.18,Online,0
152,4378,05-08-2023,POS,5302,UPI,0
153,1856,27-09-2021 07:41,Credit,8610.62,Online,0
154,4931,04-12-2019 15:32,ATM Withdrawal,1366.7,ATM,0
155,6934,30-05-2022,ATM Withdrawal,2457.35,UPI,0
156,422,23-07-2020 22:51,POS,8453.41,ATM,0
157,128,16-06-2022,ATM Withdrawal,1653.38,POS,0
158,4917,03-07-2021 06:10,rCedit,6735.69,POS,0
159,3413,23-03-2023 19:23,POS,4989.51,POS,1
160,5823,15-10-2021 12:34,POS,6061.49,TAM,0
161,5524,05-08-2025 13:56,POS,3188.82,UPI,0
162,993,23-11-2020 11:29,POS,754.6,Online,0
163,5525,27-11-2019 04:38,ATM Withdrawal,9452.35,UPI,0
164,675,16-08-2019,Debit,9776.9,Branch,0
165,6670,28-11-2023 05:08,Debit,-3418.21,UPI,0
166,65,14-05-2025 20:07,ATM Withdrawal,2266.28,UPI,0
167,4048,16-08-2018 18:20,ATM Withdrawal,6949.91,Online,0
168,5963,04-02-2020 05:04,ATM Withdrawal,519.72,Online,0
169,11,08-06-2024 23:12,POS,3453.98,nOline,0
170,5441,22-09-2021 01:51,Online Transfer,878.75,UPI,0
171,1954,24-02-2023 09:20,POS,3453.66,POS,0
172,2484,16-04-2023 21:21,ATM Withdrawal,4568.72,POS,0
173,5681,12-08-2024 12:01,Credit,7941.29,Online,0
174,911,07-03-2025 05:48,Online Transfer,10504.27,POS,0
175,401,"Feb 27, 2020",Credit,3365.45,Branch,0
176,4429,24-11-2021 07:16,Credit,584.87,Online,1
177,6575,23-10-2022 14:32,Crdeit,7377.05,UPI,0
178,247,24-12-2018,Online Transfer,6669.56,POS,0
179,3961,07-12-2022 03:35,ATM Withdrawal,8577.78,AMT,1
180,1828,19-03-2022 18:35,POS,7858.16,ATM,0
181,4169,01-04-2023,POS,1065.79,POS,0
182,3948,24-02-2021 06:30,POS,3798.47,ATM,0
183,559,24-06-2020 22:08,ATM Withdrawal,11145.2,Branch,0
184,3588,25-04-2023 12:49,Online Transfer,2545.48,UPI,0
185,620,27-04-2021 06:36,UPI,6307.99,Branch,0
186,339,06-04-2023 07:46,Creidt,2731.11,Branch,0
187,6341,13-01-2025 07:43,Online Transfer,11529.94,Online,0
188,6907,"Oct 16, 2024",Online Transfer,4440.05,ATM,TRUE
189,4481,18-03-2022 20:22,OPS,6840.52,POS,0
190,5255,06-03-2019 05:01,Credit,2062.26,ATM,0
191,2864,26-09-2025 13:11,UPI,3508.78,ATM,0
192,4106,08-09-2021 11:34,POS,824.15,ATM,0
193,3417,20-10-2018 03:12,POS,2986.12,UPI,0
194,6924,04-07-2020 10:33,Creidt,6211.99,Branch,0
195,3507,15-03-2020 03:58,Online Transfer,5039.96,Branch,0
196,1986,"Feb 24, 2019",Online Transfer,3313.36,Online,0
197,5685,17-02-2025 16:57,ATM Withdrawal,9316.9,POS,0
198,6647,02-04-2021 06:52,ATM Withdrawal,3295.72,Branch,0
199,2563,18-12-2019,ATM Withdrawal,5981.2,Branch,0
200,2392,05-11-2024,Credit,4639.03,Branch,0
201,5782,28-09-2021,POS,6337.22,UPI,0
202,670,23-03-2022 09:23,ATM Withdrawal,2433.43,POS,1
203,4136,22-12-2020 07:29,ATM Withdrawal,1947.69,POS,0
204,3821,28-05-2020 23:31,UPI,5829.08,Onlnie,0
205,2241,08-04-2024 16:15,Credit,275.29,Online,1
206,1086,14-10-2020 08:20,UPI,6317.64,Branch,0
207,2992,29-09-2019 02:03,ATM Withdrawal,1250.14,UPI,0
208,2422,16-09-2018 05:01,POS,1393.29,POS,0
209,442,27-02-2018 11:22,ATM Withdrawal,2658.2,POS,0
210,5237,22-03-2021 03:30,Debit,2790.38,Olnine,0
211,421,18-06-2025 23:36,Credit,3259.53,UPI,0
212,5303,"Aug 18, 2025",ATM Withdrawal,14664.15,UPI,0
213,3821,16-01-2024 16:56,ATM Withdrawal,3301.01,ATM,0
214,689,29-10-2023 04:07,POS,6803.86,UPI,0
215,13,14-07-2021 06:06,Online Transfer,5124.37,ATM,0
216,4248,02-12-2019 23:02,Online Transfer,2729.24,Branch,0
217,5194,25-01-2024,Credit,6378.93,Online,0
218,4308,14-08-2020 11:56,UIP,11522.8,ATM,0
219,6331,23-04-2019 18:57,POS,8315.26,POS,1
220,5840,31-05-2018 16:06,OPS,1034.22,UPI,0
221,4596,30-07-2021 17:11,UPI,7735.87,UPI,0
222,2955,26-04-2021 16:04,Online Transfer,4103.5,POS,1
223,6066,11-10-2018 02:43,POS,9114.8,UPI,0
224,2098,"Mar 16, 2023",UPI,6638.63,UPI,0
225,419,08-02-2019 21:03,Credit,327.16,Branch,0
226,737,03-06-2024,UPI,97.25,UPI,0
227,4486,27-12-2024,Credit,-11416.55,ATM,1
228,377,16-03-2025 18:01,Online Transfer,3468.62,ATM,1
229,5551,03-06-2022 19:02,Debit,-13250.26,ATM,0
230,5725,19-11-2021,Online Transfer,6692.65,UPI,0
231,3581,16-07-2024 21:14,UPI,2621.85,Branch,0
232,2481,09-11-2018 10:36,Online Transfer,1957.99,Online,0
233,3981,"Sep 29, 2022",UPI,13259.87,Online,0
234,35,15-09-2018 22:31,UPI,5843.05,ATM,0
235,4608,11-01-2025 03:37,Online Transfer,12.59,POS,0
236,6736,26-01-2019 21:30,Debit,1258.69,POS,0
237,6560,20-07-2025 19:58,POS,11363.71,Online,0
238,1387,19-04-2019 20:45,Credit,5188.6,Brnach,0
239,1309,15-12-2019,Credit,3404.03,Branch,0
240,5236,05-07-2020 00:05,Credit,3287.32,POS,0
241,6021,24-04-2025 22:10,Debit,2884.01,ATM,0
242,2354,26-07-2018 05:22,ATM Withdrawal,3000.84,POS,1
243,6240,06-09-2023 01:36,UPI,2302.04,Online,0
244,2873,10-06-2018 04:34,Online Transfer,5363.67,ATM,0
245,2922,15-05-2018,ATM Withdrawal,5145.44,UPI,0
246,3947,22-02-2019 01:38,Debit,7749.25,UPI,0
247,2032,03-06-2023 05:50,Debit,15260.33,ATM,0
248,3432,31-12-2023,ATM Withdrawal,2617.29,ATM,0
249,926,21-12-2024,Online Transfer,817.84,Branch,0
250,4621,22-02-2023,Online Transfer,1126.26,UPI,1
251,683,"Aug 24, 2021",UPI,5257.93,Branch,0
252,3183,12-06-2019 10:10,UPI,4217.92,TAM,0
253,66,27-08-2024 11:59,Online Transfer,9866.7,UPI,0
254,4290,19-10-2021,Online Transfer,3934.42,Branch,0
255,548,11-08-2023 20:32,Online Transfer,7867.88,POS,0
256,6202,26-08-2018 07:48,Credit,7326.27,Online,0
257,5099,"Mar 25, 2023",eDbit,2955.89,AMT,0
258,4667,"Jan 29, 2018",UPI,8515.35,Branch,FALSE
259,3157,11-08-2021 08:50,Debit,2304.41,Online,0
260,4633,03-08-2022 12:27,TAM Withdrawal,796.47,UPI,0
261,1827,21-01-2019 22:20,Online Transfer,6246.65,POS,1
262,5787,31-10-2019 17:29,UPI,4783.59,ATM,0
263,3307,22-01-2025 12:58,ATM Withdrawal,1500.37,UPI,1
264,658,24-02-2024,POS,4165.15,POS,0
265,2771,13-02-2019,Online Transfer,617.33,Online,0
266,2957,17-06-2018,POS,3808.94,UPI,0
267,1311,"Apr 08, 2018",UPI,3967.25,Online,0
268,4986,19-07-2020 21:00,Debit,4246.31,POS,0
269,2510,12-11-2024 04:45,POS,1483.95,UPI,0
270,3010,25-02-2025,Online Transfer,4598.76,UPI,0
271,2684,23-10-2020 22:22,POS,6994.65,OPS,0
272,1561,14-07-2025 05:15,Debit,11588.69,Online,0
273,3427,21-08-2025 08:06,ATM Withdrawal,6623.15,Branch,0
274,1653,08-10-2021,Credit,2787.93,UPI,0
275,4619,18-11-2020 01:50,ATM Withdrawal,239.92,UPI,0
276,6780,27-02-2025 12:16,Credit,4594.44,POS,0
277,559,30-01-2023 14:33,POS,13428.04,UPI,0
278,5544,01-07-2021 03:15,ATM Withdrawal,12089.94,UPI,1
279,1786,06-02-2025 15:55,ATM Withdrawal,275.05,UPI,0
280,5445,"Feb 03, 2022",Online Transfer,351.02,Online,0
281,359,30-08-2018 10:25,UPI,-8297.57,POS,0
282,5659,"Jan 20, 2019",POS,2984.81,TAM,0
283,1006,10-05-2025,Debit,581.13,Online,0
284,4950,19-08-2020 11:44,POS,3012.25,POS,0
285,6178,02-04-2021,POS,6176.3,POS,0
286,2613,18-10-2021 18:02,Online Transfer,3065.55,UPI,0
287,1663,05-04-2025 13:57,UPI,744.22,ATM,0
288,4650,07-02-2019 23:01,Online Transfer,1675.35,POS,TRUE
289,296,14-10-2018 20:18,Debit,1249.71,UPI,0
290,1972,21-01-2021 00:03,ATM Withdrawal,1031.94,UPI,1
291,360,22-11-2020,Online Transfer,590.01,Online,0
292,4080,22-11-2020 15:23,ATM Withdrawal,13584.41,POS,0
293,1506,13-05-2019 18:42,Debit,1137.59,ATM,0
294,3001,03-09-2022 21:15,UPI,3268.27,UIP,0
295,1963,15-10-2025,Debit,4509.15,POS,0
296,5313,"Sep 02, 2020",POS,11226.16,Online,1
297,4654,14-05-2021 09:31,Crdeit,4109.4,Branch,1
298,1384,11-03-2025 05:15,Debit,8739.56,ATM,1
299,391,17-01-2020 02:21,Online Transfer,1396.55,UPI,1
300,6720,27-11-2019 09:17,Debit,1045.53,UPI,0
301,6844,01-03-2020 19:02,Crdeit,14261.54,Branch,0
302,6487,"Aug 07, 2024",POS,3541.03,UPI,0
303,5427,"Jul 04, 2019",Credit,7797.75,ATM,0
304,557,28-09-2023 10:04,Credit,1109.54,POS,0
305,5918,14-11-2023 15:56,Debit,12186.02,UPI,0
306,951,18-06-2019 04:09,Debit,2.01,UPI,1
307,896,25-12-2022 11:06,UPI,1242.76,Branch,0
308,3394,29-06-2019 04:11,Debit,7310.24,POS,0
309,6625,24-01-2022,POS,6296.33,UPI,0
310,6587,29-11-2024 03:37,UPI,5794.53,Online,0
311,583,18-05-2018,Online Transfer,13592.96,UPI,0
312,2679,26-05-2018 07:44,Debit,5411.81,UPI,0
313,21,30-01-2023 08:20,POS,-2511.41,Branch,1
314,319,02-12-2018 22:11,ATM Withdrawla,10402.18,ATM,0
315,2163,16-04-2025 16:47,UPI,1667.19,Online,0
316,2904,04-01-2022 07:25,Debit,6961.35,UPI,0
317,4668,10-10-2022 10:32,Online Transfer,8997.38,UPI,0
318,2826,09-07-2018 13:12,ATM Withdrawal,6139.75,POS,0
319,6550,17-05-2023 21:16,Credit,2456.26,UPI,0
320,6517,21-05-2018 19:06,ATM Withdrawal,1526.57,Online,0
321,3768,13-04-2025 14:15,Debit,9413.65,Branch,0
322,788,09-04-2023 07:58,Debit,7699.99,Branch,0
323,939,22-01-2018 02:27,ATM Withdrawal,1095.57,Branch,0
324,1752,22-11-2020 19:51,PSO,9862.94,POS,0
325,908,08-06-2021 09:33,UPI,8639.19,Online,0
326,173,19-05-2018 14:42,UPI,4140.81,Online,0
327,6802,27-12-2022,Debit,5203.5,UPI,0
328,5701,08-06-2024 10:40,Credit,2898.52,UPI,0
329,2028,01-11-2024 06:43,POS,3871.96,ATM,0
330,5552,15-02-2023 03:19,ATM Withdrawal,939.7,Online,0
331,3683,18-09-2022 18:36,UPI,5039.04,Onlien,0
332,1256,18-05-2018 07:51,Debit,920.11,Online,0
333,6192,28-10-2022 00:04,Online Transfer,1720.88,Bracnh,0
334,1094,15-08-2024 14:27,Online Transfer,6966.49,UPI,0
335,6667,06-04-2022 04:03,Credit,9671.78,POS,0
336,3680,04-10-2024 10:44,ATM Withdrawal,26.81,UPI,0
337,3907,05-02-2018,Credit,7814.15,ATM,0
338,1381,23-01-2024,POS,9921.58,Online,0
339,1735,24-06-2018 18:00,ATM Withdrawal,3883.17,ATM,0
340,3698,29-03-2018,Online Transfer,5851.68,UPI,0
341,2719,16-03-2025 17:52,Debti,5862.24,Online,0
342,1393,06-08-2024 09:39,POS,5855.8,Online,0
343,33,07-05-2024 21:58,POS,2067.5,Branch,0
344,4374,08-11-2018 13:33,UPI,717.8,Online,1
345,2251,08-01-2021 05:08,Debit,3865.88,rBanch,0
346,3823,07-12-2019 03:20,ATM Withdrawal,2256.89,UPI,0
347,5281,26-07-2022 05:38,Debit,5906.91,ATM,0
348,2358,10-06-2022 22:22,POS,2705.9,POS,0
349,6373,19-05-2019,Online Transfer,576.07,ATM,1
350,2267,22-05-2019 06:36,Credit,3122.03,Branch,0
351,5837,03-01-2020 05:57,Credit,4562.46,ATM,0
352,2351,23-03-2019 01:31,UPI,6928.63,Online,0
353,1898,28-08-2021 08:05,Debit,7294.69,ATM,0
354,1360,02-12-2018 08:42,Debit,3570.19,Onlien,0
355,6131,06-03-2022 18:29,OnlineT ransfer,2456.63,ATM,0
356,4150,21-06-2019 02:11,POS,862.89,Online,0
357,4848,10-01-2019,Online Transfer,6955.52,Online,0
358,3527,21-12-2024,ATM Withdrawal,1292.26,UPI,1
359,4561,19-08-2022 09:07,UPI,968.41,Branch,0
360,3388,05-03-2024 20:40,Credit,5840.05,Branch,0
361,5537,21-03-2019 19:05,ATM Withdrawal,3976.53,Online,1
362,5894,12-12-2018 10:39,POS,857.69,ATM,0
363,3472,12-08-2024 14:10,UPI,5572.77,POS,0
364,5268,08-03-2022,Online Transfer,1280.27,UPI,0
365,1492,14-05-2020 07:31,Debit,9647.05,UPI,0
366,3750,04-08-2024,ATM Withdrawal,14753.47,AMT,0
367,6948,23-08-2023,Debit,7167.22,UPI,0
368,5176,07-09-2019 07:11,POS,6672,UPI,1
369,490,20-01-2018,rCedit,7293.23,Branch,0
370,789,08-11-2018,Online Transfer,7504.54,UPI,0
371,5558,13-02-2019 06:43,UPI,1499.72,UPI,0
372,5964,05-06-2023,UPI,2759.94,UPI,0
373,5857,28-08-2019 13:59,ATM Withdrawal,4549.57,ATM,0
374,5475,08-02-2021 02:49,POS,6530.37,Online,0
375,806,07-05-2021,ATM Withdrawal,5078.18,OPS,0
376,6583,10-10-2020 11:02,Debit,7665.34,POS,0
377,677,20-10-2024 12:47,POS,2022.32,Branch,0
378,4416,14-09-2023 09:30,Online Transfer,5130.43,UPI,1
379,4475,29-08-2023 06:39,Debit,977.06,UPI,0
380,6732,13-05-2021 10:41,UPI,4702.63,Branch,0
381,3298,25-02-2022,ATM Withdrawal,4896.39,Branch,0
382,1863,23-02-2025,Debit,4787.39,POS,0
383,5072,18-03-2021,ATM Withdrawal,2765.11,ATM,0
384,1007,08-05-2023 15:38,Credit,6594.5,ATM,0
385,2544,28-04-2023,POS,165.29,Branhc,1
386,839,06-08-2022 10:43,PSO,6715.85,Online,0
387,176,11-01-2020 19:37,UPI,2385.49,UPI,0
388,1728,31-10-2023 14:09,Online Transfer,13539.77,POS,0
389,6548,10-04-2023 20:32,POS,4924.87,ATM,TRUE
390,628,10-02-2024 22:39,ATM Withdrawal,1611.49,ATM,0
391,2275,14-11-2022 08:41,UPI,324.4,POS,0
392,2158,21-02-2021 17:13,Debit,2418.4,UPI,0
393,3194,12-01-2020 23:06,Online Transfer,6089.15,ATM,0
394,6249,02-11-2022 01:33,POS,2468.15,Branch,1
395,3594,31-12-2022,POS,8113.64,Branch,1
396,989,18-01-2020,UPI,6597.91,UPI,0
397,3853,12-06-2025 04:54,Debit,16.89,Online,0
398,160,18-12-2019 13:03,Online Transfer,10626.78,Branch,0
399,5122,25-04-2025 05:25,POS,6257.43,ATM,0
400,3538,13-09-2022 22:47,POS,1132.84,PSO,0
401,4475,"Jun 24, 2021",ATM Withdrawal,7248.29,Online,0
402,6546,06-01-2025 16:31,Online Transfer,2375.84,PSO,1
403,2584,14-11-2023 22:14,UPI,3240.63,Branch,0
404,3766,16-04-2019,Debit,9695.88,Online,0
405,1905,02-05-2023 10:59,Debit,14217.75,Online,0
406,4803,25-05-2018 21:32,Online Transfer,11757.79,UPI,0
407,4771,22-03-2025 14:13,ATM Withdrawal,5053.78,Branch,0
408,2485,25-08-2022,Online Transfer,7897.84,ATM,0
409,1176,27-04-2023 20:40,UPI,6527.66,Online,0
410,6759,02-03-2021,UPI,4353.48,Branch,0
411,6838,"Mar 08, 2019",POS,-6183.3,Branch,1
412,1346,06-04-2020 16:24,Online Transfer,5514.79,ATM,0
413,4951,23-06-2020 19:50,Online Transfer,4594.64,UPI,0
414,2112,14-09-2023 05:55,UPI,2799.23,Onlnie,1
415,6462,21-10-2022 20:57,POS,1540.89,Branch,0
416,3752,05-11-2024 01:05,ATM Withdrawal,3729.8,Online,0
417,2274,25-08-2023 10:26,POS,5130.89,UPI,1
418,2088,12-06-2025 13:51,Online Transfer,3297.47,UPI,0
419,3696,11-02-2025 05:46,POS,5601.25,Branch,0
420,2465,19-02-2024 08:46,Online Transfer,13690.83,UPI,0
421,41,09-02-2023 06:58,UPI,7370.81,Online,0
422,2414,21-10-2018,ATM Withdrawal,3161.72,UPI,0
423,760,01-02-2020 12:57,Credit,2078.12,Online,0
424,6623,08-09-2023 17:30,UPI,2270.77,UPI,0
425,3889,09-09-2023 15:19,Debit,2114.07,Online,1
426,2949,27-03-2021 01:36,ATM Withdrawal,5735.48,POS,0
427,245,05-11-2020 02:35,PUI,13591.66,UPI,0
428,4191,13-12-2024 01:40,ATM Withdrawal,4313.09,UPI,0
429,1228,21-02-2021 19:11,POS,7579.89,POS,0
430,165,08-05-2025 15:05,Credit,9217.83,POS,0
431,5996,17-02-2023 06:55,Credit,1171.34,ATM,0
432,2720,"Mar 18, 2018",ATM Withdrawal,1531.54,Branch,0
433,2306,20-05-2025 13:31,Debit,2379.82,Branch,0
434,6685,08-04-2018,Online Transfer,3974.31,ATM,0
435,596,09-06-2021 05:03,Online Transfer,6797.19,POS,0
436,1678,11-08-2018 22:23,POS,1521.05,ATM,1
437,3598,10-04-2025 15:52,Online Transfer,4154.64,POS,0
438,4655,21-12-2018 12:04,Debit,3080.23,POS,0
439,273,11-12-2018 22:49,Online Transfer,1717.09,Branch,0
440,827,21-10-2021 01:13,Credit,8071.51,Branch,0
441,4415,14-09-2023 10:16,UPI,6627.05,POS,0
442,11,21-02-2018 22:30,Credit,7275.8,ATM,0
443,1813,09-01-2021,ATM Withdrawal,10911.41,ATM,0
444,6937,24-06-2025 19:48,Debit,4535.58,UPI,0
445,3520,04-09-2022 20:58,UPI,866.7,POS,0
446,6933,15-09-2021 10:43,ATM Withdrawal,2481.43,Online,0
447,6572,16-10-2021 20:44,POS,1259.16,Branch,0
448,862,21-04-2018 04:07,POS,6409,Online,NO
